sNo	Company Name	URL
306	ORIENTELEC	https://www.tickertape.in/stocks/orient-electric-ONTE
307	OLECTRA	https://www.tickertape.in/stocks/olectra-greentech-OLEC
308	PAGEIND	https://www.tickertape.in/stocks/page-industries-PAGE
309	PFC	https://www.tickertape.in/stocks/power-finance-corporation-PWFC
310	PEL	https://www.tickertape.in/stocks/piramal-enterprises-PIRA
311	PGHH	https://www.tickertape.in/stocks/procter-and-gamble-hygiene-and-health-care-PROC
312	PHOENIXLTD	https://www.tickertape.in/stocks/phoenix-mills-PHOE
313	PIDILITIND	https://www.tickertape.in/stocks/pidilite-industries-PIDI
314	PETRONET	https://www.tickertape.in/stocks/petronet-lng-PLNG
315	PERSISTENT	https://www.tickertape.in/stocks/persistent-systems-PERS
316	PNB	https://www.tickertape.in/stocks/punjab-national-bank-PNBK
317	PCBL	https://www.tickertape.in/stocks/phillips-carbon-black-PHIL
318	PIIND	https://www.tickertape.in/stocks/pi-industries-PIIL
319	PFIZER	https://www.tickertape.in/stocks/pfizer-PFIZ
320	PNBHOUSING	https://www.tickertape.in/stocks/pnb-housing-finance-PNBH
321	PRESTIGE	https://www.tickertape.in/stocks/prestige-estates-projects-PREG
322	PRINCEPIPE	https://www.tickertape.in/stocks/prince-pipes-and-fittings-PRCE
323	POWERGRID	https://www.tickertape.in/stocks/power-grid-corporation-of-india-PGRD
324	PNCINFRA	https://www.tickertape.in/stocks/pnc-infratech-PNCI
325	POWERINDIA	https://www.tickertape.in/stocks/abb-power-products-and-systems-india-ABBW
326	PRAJIND	https://www.tickertape.in/stocks/praj-industries-PRAJ
327	POLYPLEX	https://www.tickertape.in/stocks/polyplex-corp-PLYP
328	POLYCAB	https://www.tickertape.in/stocks/polycab-india-POLC
329	PVRINOX	https://www.tickertape.in/stocks/pvr-PVRL
330	QUESS	https://www.tickertape.in/stocks/quess-corp-QUEC
331	PRSMJOHNSN	https://www.tickertape.in/stocks/prism-johnson-PRIS
332	POLYMED	https://www.tickertape.in/stocks/poly-medicure-PLMD
333	RADICO	https://www.tickertape.in/stocks/radico-khaitan-RADC
334	RBLBANK	https://www.tickertape.in/stocks/rbl-bank-RATB
335	RAYMOND	https://www.tickertape.in/stocks/raymond-RYMD
336	RELIANCE	https://www.tickertape.in/stocks/reliance-industries-RELI
337	RITES	https://www.tickertape.in/stocks/rites-RITS
338	RAJESHEXPO	https://www.tickertape.in/stocks/rajesh-exports-REXP
339	RCF	https://www.tickertape.in/stocks/rashtriya-chemicals-and-fertilizers-RSTC
340	RELAXO	https://www.tickertape.in/stocks/relaxo-footwears-RLXO
341	RALLIS	https://www.tickertape.in/stocks/rallis-india-RALL
342	REDINGTON	https://www.tickertape.in/stocks/redington-india-REDI
343	RECLTD	https://www.tickertape.in/stocks/rec-RECM
344	RAIN	https://www.tickertape.in/stocks/rain-industries-RAID
345	RENUKA	https://www.tickertape.in/stocks/shree-renuka-sugars-SRES
346	RAMCOCEM	https://www.tickertape.in/stocks/ramco-cements-TRCE
347	RATNAMANI	https://www.tickertape.in/stocks/ratnamani-metals-and-tubes-RMT
348	SAIL	https://www.tickertape.in/stocks/steel-authority-of-india-SAIL
349	ROSSARI	https://www.tickertape.in/stocks/rossari-biotech-ROSB
350	PATANJALI	https://www.tickertape.in/stocks/ruchi-soya-industries-RCSY
351	SBICARD	https://www.tickertape.in/stocks/sbi-cards-and-payment-services-SBIC
352	RTNINDIA	https://www.tickertape.in/stocks/rattanindia-infrastructure-RTNI
353	ROUTE	https://www.tickertape.in/stocks/route-mobile-ROUT
354	RVNL	https://www.tickertape.in/stocks/rail-vikas-nigam-RAIV
355	SANOFI	https://www.tickertape.in/stocks/sanofi-india-SANO
356	SBIN	https://www.tickertape.in/stocks/state-bank-of-india-SBI
357	SCHAEFFLER	https://www.tickertape.in/stocks/schaeffler-india-SCHE
358	SHOPERSTOP	https://www.tickertape.in/stocks/shoppers-stop-SHOP
359	SHARDACROP	https://www.tickertape.in/stocks/sharda-cropchem-SHCR
360	SHREECEM	https://www.tickertape.in/stocks/shree-cement-SHCM
361	SBILIFE	https://www.tickertape.in/stocks/sbi-life-insurance-company-SBIL
362	SOLARINDS	https://www.tickertape.in/stocks/solar-industries-india-SLIN
363	SPARC	https://www.tickertape.in/stocks/sun-pharma-advanced-research-co-SPRC
364	SIEMENS	https://www.tickertape.in/stocks/siemens-SIEM
365	SKFINDIA	https://www.tickertape.in/stocks/skf-india-SKFB
366	SOBHA	https://www.tickertape.in/stocks/sobha-SOBH
367	SJVN	https://www.tickertape.in/stocks/sjvn-SJVN
368	SONATSOFTW	https://www.tickertape.in/stocks/sonata-software-SOFT
369	SHRIRAMFIN	https://www.tickertape.in/stocks/shriram-transport-finance-company-SRTR
370	SUNDARMFIN	https://www.tickertape.in/stocks/sundaram-finance-SNFN
371	SUNTECK	https://www.tickertape.in/stocks/sunteck-realty-SUNT
372	SUNPHARMA	https://www.tickertape.in/stocks/sun-pharmaceutical-industries-SUN
373	SUPRAJIT	https://www.tickertape.in/stocks/suprajit-engineering-SUPE
